title,summary,overall_sentiment_score,overall_sentiment_label,Date,Time,ticker,relevance_score,ticker_sentiment_score,ticker_sentiment_label
$100 Invested In Oracle 15 Years Ago Would Be Worth This Much Today,"Oracle ORCL has outperformed the market over the past 15 years by 2.51% on an annualized basis producing an average annual return of 8.72%. Currently, Oracle has a market capitalization of $188.28 billion.",-0.015909,Neutral,2022-07-01,14:16:45,ORCL,0.983461,0.045734,Neutral
TikTok seeks to reassure lawmakers on U.S. data security,"The TikTok logo is pictured outside the company's U.S. head office in Culver City, California, U.S., September 15, 2020. REUTERS/Mike Blake",0.033203,Neutral,2022-07-01,15:12:00,ORCL,0.197091,0.033203,Neutral
Why This Activist Investor Is Calling For Tesla To Be Investigated By SEC,"SOC Investment Group asked the Securities and Exchange Commission Friday to investigate Tesla, Inc. TSLA as the company seeks to shrink the size of its board, according to CNBC.",-0.166268,Somewhat-Bearish,2022-07-01,21:01:10,ORCL,0.239187,-0.058709,Neutral
Reasons to Buy Palo Alto  ( PANW )  Amid Current Market Uncertainties,Palo Alto (PANW) is one stock investors may consider adding to their portfolio amid the current stock market volatilities and gain from its upside potential.,0.144165,Neutral,2022-07-04,12:12:00,ORCL,0.191738,0.483821,Bullish
"Institutions Traded Millions Worth Of Oracle, Coca-Cola Stock This Morning: What Investors Need To Know","At 8:54 a.m. on Tuesday, Money Flow Mel ( @MelStone31 ) posted an image to Twitter indicating institutions traded large blocks of Oracle Corporation ORCL and Coca-Cola Co KO over a dark pool exchange. The Trades: At 7:35:41 a.m. an institution traded 362,616 shares of Coca-Cola at $64.38.",-0.101762,Neutral,2022-07-05,18:23:49,ORCL,0.309962,-0.022432,Neutral
"As Twitter Deal Dominates Headlines, Musk's Next ""Play"" Goes Almost Unnoticed","Tesla Inc. TSLA CEO Elon Musk's recent $44 billion attempt to purchase Twitter Inc. TWTR has captured the front page daily in recent weeks. Financial backers of the deal have shown their confidence in Musk, contributing more than $7 billion in equity to the purchase.",-0.054382,Neutral,2022-07-06,15:48:30,ORCL,0.164731,-0.185914,Somewhat-Bearish
Oracle Cloud Enters Hyper-Growth Phase Leading into Oracle CloudWorld,"AUSTIN, Texas, July 8, 2022 /PRNewswire/ -- Oracle Corporation ( NYSE: ORCL ) will welcome customers and partners to the industry's most important event, Oracle CloudWorld Las Vegas, on October 17-20, 2022.",0.038817,Neutral,2022-07-09,01:24:00,ORCL,0.717937,0.062412,Neutral
"With 15.9% CAGR, Point of Sale  ( POS )  Market Worth USD 70.75 Billion by 2029","Pune, India, July 11, 2022 ( GLOBE NEWSWIRE ) -- The global point of sale market size was USD 22.08 billion in 2021. The market is projected to grow from USD 25.24 billion in 2022 to USD 70.75 billion by 2029 at a CAGR of 15.9% during the 2022-2029 period.",0.202885,Somewhat-Bullish,2022-07-11,10:57:06,ORCL,0.03631,-0.074448,Neutral
Contact Centre Software Market Trends Include Integration Of AI To Accurately Analyze Customer Behavior As Per The Business Research Company's Contact Centre Software Global Market Report 2022,"LONDON, July 12, 2022 ( GLOBE NEWSWIRE ) -- According to The Business Research Company's research report on the contact center software market, technological advancements are the key trends gaining popularity in the contact center software market.",0.175325,Somewhat-Bullish,2022-07-12,15:30:00,ORCL,0.037329,0.113704,Neutral
Oracle  ( ORCL )  to Launch New Sovereign Cloud Regions Across EU,"Oracle (ORCL) is set to launch new sovereign cloud regions in the European Union (EU) in 2023, aiming to help customers meet data requirement policies.",0.162831,Somewhat-Bullish,2022-07-13,14:30:00,ORCL,0.59892,0.238134,Somewhat-Bullish
Here's How Much You Would Have Made Owning Oracle Stock In The Last 20 Years,"Oracle ORCL has outperformed the market over the past 20 years by 2.81% on an annualized basis producing an average annual return of 10.98%. Currently, Oracle has a market capitalization of $188.41 billion.",0.160819,Somewhat-Bullish,2022-07-15,22:06:29,ORCL,0.983605,0.387251,Bullish
Digital Realty and Oracle Strengthen Partnership through Second Oracle Cloud Region in France,"Oracle Cloud Infrastructure services are now available from Oracle Paris Cloud Region in Interxion's Paris Digital Park ( IPDP ) , the largest data center campus in France, located less than three kilometers from Paris",0.081283,Neutral,2022-07-18,11:00:00,ORCL,0.039944,0.0,Neutral
Digital Realty and Oracle Strengthen Partnership through Second Oracle Cloud Region in France,"Oracle Cloud Infrastructure services are now available from Oracle Paris Cloud Region in Interxion's Paris Digital Park ( IPDP ) , the largest data center campus in France, located less than three kilometers from Paris",0.08892,Neutral,2022-07-18,11:00:00,ORCL,0.043898,0.0,Neutral
New Study: 37% of Sales Professionals Face Greater Responsibilities but No Additional Resources or Pay,"The Great Resignation exposes challenges associated with antiquated selling technologies and practices AUSTIN, Texas, July 19, 2022 /PRNewswire/ -- Sellers remain resilient despite challenges related to the pandemic and ensuing Great Resignation.",0.155693,Somewhat-Bullish,2022-07-19,10:00:00,ORCL,0.344473,0.174761,Somewhat-Bullish
Analyzing Oracle's Short Interest,"Oracle's ( NYSE:ORCL ) short percent of float has risen 64.15% since its last report. The company recently reported that it has 13.16 million shares sold short, which is 0.87% of all regular shares that are available for trading.",0.27424,Somewhat-Bullish,2022-07-19,14:04:09,ORCL,0.118647,0.08568,Neutral
Oracle  ( ORCL )  Gains But Lags Market: What You Should Know,"Oracle (ORCL) closed the most recent trading day at $72.59, moving +0.48% from the previous trading session.",0.181454,Somewhat-Bullish,2022-07-20,22:00:19,ORCL,0.546745,0.241807,Somewhat-Bullish
Should You Invest in the First Trust Cloud Computing ETF  ( SKYY ) ?,Sector ETF report for ...,0.162734,Somewhat-Bullish,2022-07-21,10:20:06,ORCL,0.125789,0.276488,Somewhat-Bullish
Aircraft MRO Market to Hit USD 9.76 Billion by 2029 | At 4.93% CAGR,"Pune, India, July 26, 2022 ( GLOBE NEWSWIRE ) -- The global aircraft MRO market size was USD 6.73 billion in 2021. The market is projected to grow from USD 6.95 billion in 2022 to USD 9.76 billion by 2029 at an estimated CAGR of 4.93% in 2022-2029.",0.23402,Somewhat-Bullish,2022-07-26,11:39:46,ORCL,0.04794,-0.019011,Neutral
Bitwave Achieves 'Built for NetSuite' Status,New SuiteApp for crypto accounting and tax meets Oracle NetSuite SuiteCloud development standards and best practices,0.319721,Somewhat-Bullish,2022-07-26,12:00:00,ORCL,0.06179,0.0,Neutral
"Sports Analytics Market, Increase in the adoption of cloud-based deployment solutions to boost market growth - Technavio",Technavio categorizes the global Sports Analytics Market as a part of the global application software market within the information technology market.,0.308278,Somewhat-Bullish,2022-07-26,12:50:00,ORCL,0.055881,0.075884,Neutral
Oracle  ( ORCL )  Stock Moves -1.11%: What You Should Know,"Oracle (ORCL) closed the most recent trading day at $74.03, moving -1.11% from the previous trading session.",0.16185,Somewhat-Bullish,2022-07-26,22:00:17,ORCL,0.677342,0.217883,Somewhat-Bullish
"Grant Management Software Market Revenue to Cross $2.90Bn, Globally, by 2027 - Exclusive Study by The Insight Partners","New York, July 27, 2022 ( GLOBE NEWSWIRE ) -- The Insight Partners published latest research study on ""Grant Management Software Market Forecast to 2027 - COVID-19 Impact and Global Analysis by Component ( Solution and Services ) , Deployment Type ( Cloud and On-Premise ) , Organization Size ( ...",0.289671,Somewhat-Bullish,2022-07-27,09:28:31,ORCL,0.024102,0.073677,Neutral
Oracle Recognized as Leader in the 2022 Gartner® Magic Quadrant™ for Cloud ERP for Service-Centric Enterprises,"Oracle Fusion Cloud ERP positioned as highest in ""Ability to Execute"" and furthest on ""Completeness of Vision"" in service-centric cloud ERP market analysis",0.250209,Somewhat-Bullish,2022-07-27,12:00:00,ORCL,0.862333,0.455063,Bullish
Oracle Recognized as a Leader in the IDC MarketScape: U.S. Business Intelligence and Analytics Platforms 2022 Vendor Assessment,"Strong natural language capabilities, open semantic layer, and extensive customer support ecosystem noted as key strengths of Oracle Analytics AUSTIN, Texas, July 28, 2022 /PRNewswire/ -- Oracle today announced that it has been recognized as a Leader in the IDC MarketScape: U.S.",0.318966,Somewhat-Bullish,2022-07-28,16:07:00,ORCL,0.820438,0.56325,Bullish
Oracle  ( ORCL )  Dips More Than Broader Markets: What You Should Know,"In the latest trading session, Oracle (ORCL) closed at $77.44, marking a -0.51% move from the previous day.",0.145021,Neutral,2022-08-01,22:00:06,ORCL,0.629492,0.093817,Neutral
Tesla Now Has In-House Software For Tracking Job Applicants: Report,"Tesla, Inc. TSLA has developed proprietary software to track job applicants, which could help the company cut down on its hiring costs, the Information reported, citing current and former employees involved in hiring. The move is part of Musk's efforts to reduce reliance on external software ...",-0.051372,Neutral,2022-08-03,11:14:32,ORCL,0.340915,0.0,Neutral
"If You Invested $1000 In This Stock 15 Years Ago, You Would Have $3,800 Today","Oracle ORCL has outperformed the market over the past 15 years by 2.19% on an annualized basis producing an average annual return of 9.4%. Currently, Oracle has a market capitalization of $203.47 billion.",0.171182,Somewhat-Bullish,2022-08-03,16:53:48,ORCL,0.570165,0.313531,Somewhat-Bullish
Elon Musk Suggests Big Tesla Factory Expansion Plans,"Tesla Chief Executive Elon Musk said Thursday that the electric-vehicle maker, which is striving to sell 20 million vehicles annually, could ultimately build 10 or 12 factories. An announcement about Tesla's next factory location could come later this year, he said at Tesla's annual shareholder ...",-0.031256,Neutral,2022-08-04,22:57:23,ORCL,0.060694,0.074,Neutral
"Tesla Shareholder Meeting: Board Approves 3-For-1 Stock Split, Elon Musk Shares Cybertruck Update","Tesla Inc TSLA held its annual shareholder meeting at its manufacturing facility in Austin, Texas on Thursday evening. Most of the 13 board recommendations were passed by shareholders, while CEO Elon Musk charted the electric vehicle maker's progress.",0.160414,Somewhat-Bullish,2022-08-05,01:54:32,ORCL,0.143415,0.085152,Neutral
Oracle lays off hundreds of employees,"Oracle Corp. laid off hundreds of employees this week as the business software provider prioritizes its healthcare IT services and cloud businesses, according to people familiar with the company's actions.",-0.152892,Somewhat-Bearish,2022-08-05,20:24:00,ORCL,0.827318,-0.557734,Bearish
Oracle  ( ORCL )  Dips More Than Broader Markets: What You Should Know,"In the latest trading session, Oracle (ORCL) closed at $76.47, marking a -1.14% move from the previous day.",0.210658,Somewhat-Bullish,2022-08-08,22:00:05,ORCL,0.608634,0.30565,Somewhat-Bullish
Stadium Goers Root for High-Tech Outings,New Oracle survey shows fans want tech to cut waits and boost interactions with favorite teams and artists Many fans draw the tech line at robot umpires and referees,0.273955,Somewhat-Bullish,2022-08-09,11:45:00,ORCL,0.492994,0.513088,Bullish
Oracle Extends AT&T Cloud Agreement with New Five-Year Deal,"AUSTIN, Texas, Aug. 10, 2022 /PRNewswire/ -- Oracle has renewed a strategic agreement with AT&T that will help give new capacity and capabilities for the company's database and application workloads running in Oracle Cloud.",0.155685,Somewhat-Bullish,2022-08-10,15:30:00,ORCL,0.996364,0.274969,Somewhat-Bullish
TCC selects Oracle NetSuite ERP to power comprehensive inventory funding,"MENLO PARK, Calif., Aug. 10, 2022 /PRNewswire/ -- Trade Capital Corporation ( TCC ) , an inventory funding disruptor, has selected Oracle NetSuite as the backbone of its ERP system.",0.34432,Somewhat-Bullish,2022-08-10,15:37:00,ORCL,0.09186,0.0,Neutral
Here's How Investors Can Find Strong Computer and Technology Stocks with the Zacks ESP Screener,The Zacks Earnings ESP is a great way to find potential earnings surprises. Why investors should take advantage now.,0.370232,Bullish,2022-08-15,12:50:03,ORCL,0.369685,0.429936,Bullish
Oracle  ( ORCL )  Stock Sinks As Market Gains: What You Should Know,"Oracle (ORCL) closed the most recent trading day at $79.11, moving -0.05% from the previous trading session.",0.199841,Somewhat-Bullish,2022-08-15,22:00:04,ORCL,0.561606,0.262857,Somewhat-Bullish
Here's How Much You Would Have Made Owning Oracle Stock In The Last 15 Years,"Oracle ORCL has outperformed the market over the past 15 years by 2.44% on an annualized basis producing an average annual return of 9.9%. Currently, Oracle has a market capitalization of $212.23 billion.",0.171182,Somewhat-Bullish,2022-08-16,18:52:09,ORCL,0.570165,0.313531,Somewhat-Bullish
"With 10.3% CAGR, Higher Education Technology Market Size to Reach USD 169.72 Billion [2022-2028]","Pune, India, Aug. 17, 2022 ( GLOBE NEWSWIRE ) -- The global Higher Education Technology Market size is expected to gain momentum by reaching USD 169.72 billion by 2028 while exhibiting a CAGR of 10.3% between 2022 to 2028.",0.258332,Somewhat-Bullish,2022-08-17,09:18:52,ORCL,0.027571,0.400243,Bullish
Here's How Much You Would Have Made Owning Oracle Stock In The Last 15 Years,"Oracle ORCL has outperformed the market over the past 15 years by 2.44% on an annualized basis producing an average annual return of 9.9%. Currently, Oracle has a market capitalization of $212.23 billion.",0.171182,Somewhat-Bullish,2022-08-16,18:52:09,ORCL,0.570165,0.313531,Somewhat-Bullish
"With 10.3% CAGR, Higher Education Technology Market Size to Reach USD 169.72 Billion [2022-2028]","Pune, India, Aug. 17, 2022 ( GLOBE NEWSWIRE ) -- The global Higher Education Technology Market size is expected to gain momentum by reaching USD 169.72 billion by 2028 while exhibiting a CAGR of 10.3% between 2022 to 2028.",0.258332,Somewhat-Bullish,2022-08-17,09:18:52,ORCL,0.027571,0.400243,Bullish
Palo Alto  ( PANW )  to Report Q4 Earnings: What's in the Offing?,Palo Alto's (PANW) Q4 revenues are expected to have benefited from the heightened demand for cybersecurity solutions.,0.240969,Somewhat-Bullish,2022-08-18,12:02:00,ORCL,0.141448,0.136788,Neutral
Is a Beat Likely for Intuit  ( INTU )  This Earnings Season?,"Though the strong momentum of the online ecosystem and revenue contributions from Credit Karma are likely to aid Intuit's (INTU) Q4 results, an earlier IRS tax filing deadline is likely to have weighed on the Consumer tax business.",0.222796,Somewhat-Bullish,2022-08-18,12:10:00,ORCL,0.139804,0.134649,Neutral
What Are Whales Doing With Oracle,"A whale with a lot of money to spend has taken a noticeably bearish stance on Oracle. Looking at options history for Oracle ORCL we detected 15 strange trades. If we consider the specifics of each trade, it is accurate to state that 6% of the investors opened trades with bullish expectations and ...",0.159477,Somewhat-Bullish,2022-08-19,18:48:32,ORCL,0.42503,0.042822,Neutral
Check Out What Whales Are Doing With ORCL,"Someone with a lot of money to spend has taken a bullish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.167886,Somewhat-Bullish,2022-08-22,16:08:34,ORCL,0.509589,0.357513,Bullish
Better Value Tech Stock: Oracle vs. Cisco,Which blue chip tech giant is the better bear market buy?,0.115564,Neutral,2022-08-23,09:55:00,ORCL,0.640683,0.378222,Bullish
Analyzing Oracle's Short Interest,"Oracle's ( NYSE:ORCL ) short percent of float has risen 7.84% since its last report. The company recently reported that it has 16.65 million shares sold short, which is 1.1% of all regular shares that are available for trading.",0.27424,Somewhat-Bullish,2022-08-23,17:12:29,ORCL,0.118647,0.08568,Neutral
Oracle  ( ORCL )  Stock Moves -0.07%: What You Should Know,"Oracle (ORCL) closed the most recent trading day at $76.41, moving -0.07% from the previous trading session.",0.193393,Somewhat-Bullish,2022-08-23,22:00:09,ORCL,0.613743,0.211344,Somewhat-Bullish
Salesforce.com  ( CRM )  Q2 Earnings and Revenues Surpass Estimates,"Salesforce.com (CRM) delivered earnings and revenue surprises of 16.67% and 0.34%, respectively, for the quarter ended July 2022. Do the numbers hold clues to what lies ahead for the stock?",0.142026,Neutral,2022-08-24,21:25:07,ORCL,0.143415,0.144793,Neutral
VMware  ( VMW )  Surpasses Q2 Earnings and Revenue Estimates,"VMware (VMW) delivered earnings and revenue surprises of 1.86% and 0.78%, respectively, for the quarter ended July 2022. Do the numbers hold clues to what lies ahead for the stock?",0.164615,Somewhat-Bullish,2022-08-25,21:25:09,ORCL,0.140896,0.143376,Neutral
Oracle  ( ORCL )  Stock Moves -0.62%: What You Should Know,"In the latest trading session, Oracle (ORCL) closed at $74.19, marking a -0.62% move from the previous day.",0.125401,Neutral,2022-08-29,22:00:08,ORCL,0.613743,0.155883,Somewhat-Bullish
"In This Economy, Even Britney Spears Is Trying To Sell A $2M Condo","The pop star bought it in 2001 for $920,000.",0.110786,Neutral,2022-08-31,22:33:00,ORCL,0.137671,0.054201,Neutral
Why MongoDB Stock Was Falling This Morning,"Demand for the company's Atlas platform remains robust, but investors wanted to see more.",0.155174,Somewhat-Bullish,2022-09-01,16:06:16,ORCL,0.118647,0.195259,Somewhat-Bullish
Oracle  ( ORCL )  Dips More Than Broader Markets: What You Should Know,"Oracle (ORCL) closed at $73.83 in the latest trading session, marking a -1.14% move from the prior day.",0.108278,Neutral,2022-09-06,22:00:18,ORCL,0.624172,0.178262,Somewhat-Bullish
Oracle Q1 Preview: Double-Digit Revenue Growth Inbound?,"Oracle has a strong earnings track record, exceeding the Zacks Consensus EPS Estimate in nine of its previous ten quarterly reports.",0.287024,Somewhat-Bullish,2022-09-07,21:46:00,ORCL,0.853391,0.544724,Bullish
Oracle  ( ORCL )  Gains But Lags Market: What You Should Know,"Oracle (ORCL) closed the most recent trading day at $74.49, moving +0.89% from the previous trading session.",0.15423,Somewhat-Bullish,2022-09-07,21:50:21,ORCL,0.543535,0.312281,Somewhat-Bullish
Previewing the Q3 Earnings Season as Estimates Slide,"Estimates for the last two quarters of this year and full-year 2023 are coming down, even though positive revisions to the Energy sector continue to partly offset those estimate cuts elsewhere.",0.179534,Somewhat-Bullish,2022-09-07,22:08:00,ORCL,0.128135,0.120105,Neutral
Previewing the Q3 Earnings Season as Estimates Slide,"Estimates for the last two quarters of this year and full-year 2023 are coming down, even though positive revisions to the Energy sector continue to partly offset those estimate cuts elsewhere.",0.179534,Somewhat-Bullish,2022-09-07,22:10:00,ORCL,0.128135,0.120105,Neutral
"Zacks Earnings Trends Highlights: JPMorgan, Oracle, Costco and FedEx","JPMorgan, Oracle, Costco and FedEx are part of Zacks Earnings Trends article.",0.181702,Somewhat-Bullish,2022-09-08,10:50:00,ORCL,0.12013,0.116607,Neutral
What To Expect From Oracle Stock?,Oracle's stock (NYSE: ORCL) has lost approximately 15% YTD as compared to the 18% drop in the S&P500 index over the same period.,0.252626,Somewhat-Bullish,2022-09-08,13:00:45,ORCL,0.244109,0.174624,Somewhat-Bullish
Analyzing Oracle's Short Interest,"Oracle's ( NYSE:ORCL ) short percent of float has fallen 9.09% since its last report. The company recently reported that it has 15.17 million shares sold short, which is 1.0% of all regular shares that are available for trading.",0.244099,Somewhat-Bullish,2022-09-08,13:28:29,ORCL,0.118647,0.033526,Neutral
Human Resource Technology Market to Touch $35.68 Billion by 2028 | 63% Business are willing to Make Use of AI for HR Analytics,"Westford, USA, Sept. 08, 2022 ( GLOBE NEWSWIRE ) -- The field of human resource technology market is experiencing a considerable amount of growth due to the increasing demand for highly skilled and knowledgeable employees.",0.375743,Bullish,2022-09-08,14:30:35,ORCL,0.031405,0.039866,Neutral
Oracle  ( NYSE:ORCL )  - This Is What Whales Are Betting On Oracle,"A whale with a lot of money to spend has taken a noticeably bullish stance on Oracle. Looking at options history for Oracle ORCL we detected 14 strange trades. If we consider the specifics of each trade, it is accurate to state that 64% of the investors opened trades with bullish expectations ...",0.190042,Somewhat-Bullish,2022-09-09,20:45:31,ORCL,0.716023,0.306263,Somewhat-Bullish
"Stocks Extend Gains, Week Ahead, Elon Musk, Disney, Oracle - Five Things To Know","Stock futures extend gains, dollar slumps. Week Ahead: inflation, retail sales data in focus. Elon Musk makes another plea to scrap Twitter takeover. Disney shares bump as activist backs keeping ESPN and Oracle earnings to focus on cloud growth, dollar impact.",0.041251,Neutral,2022-09-12,09:00:00,ORCL,0.228841,-0.007234,Neutral
Stock Market Today - 9/12: Stocks Extend Gains Amid Dollar Retreat With Inflation Data In Focus,Stocks are trending higher after snapping a three-week losing streak as the dollar continues to slide against its global currency peers.,0.048544,Neutral,2022-09-12,11:58:00,ORCL,0.150278,0.146209,Neutral
Oracle  ( NYSE:ORCL )  - After-Hours Alert: Why Oracle Stock Is Moving,Oracle Corp ORCL shares were volatile in Monday's after-hours session after the company reported worse-than-expected financial results. The company provided positive commentary on revenue growth expectations for the coming quarters.,0.1878,Somewhat-Bullish,2022-09-12,20:18:07,ORCL,0.775204,0.39524,Bullish
Oracle Quarterly Results Mixed; Includes Cerner Acquisition,ORCL Stock Wavers On Quarterly Earnings Investor's Business Daily ...,0.229347,Somewhat-Bullish,2022-09-12,20:24:00,ORCL,0.827318,0.220644,Somewhat-Bullish
Oracle Quarterly Results Mixed; Includes Cerner Acquisition,ORCL Stock Wavers On Quarterly Earnings Investor's Business Daily ...,0.217305,Somewhat-Bullish,2022-09-12,20:24:00,ORCL,0.926714,0.20429,Somewhat-Bullish
Oracle Sales Top Guidance but Profits Missed Due to the Strong Dollar,Oracle Stock Rises. Sales Topped Guidance but Profits Missed. ...,0.309156,Somewhat-Bullish,2022-09-12,22:08:00,ORCL,0.963653,0.518104,Bullish
Market Rally Won't Discourage Fed from Cranking Rates,"While mini-rallies like these do help us feel better about our equities portfolios, the do not discourage the Fed from keeping the heat on interest rate levels.",0.12584,Neutral,2022-09-12,22:25:00,ORCL,0.29234,0.114705,Neutral
Oracle  ( NYSE:ORCL )  - Market Volatility Increases Ahead Of US Inflation Data,"U.S. stocks closed higher on Monday, ahead of the much-awaited inflation data for August. Markets are expecting data to show easing in US inflation. Analysts expect annual inflation falling to an 8.1% rate in August, compared to 8.5% in July. Core CPI, however, might show an increase of 6.1% ...",-0.043157,Neutral,2022-09-13,08:10:37,ORCL,0.374312,0.287043,Somewhat-Bullish
"Stocks Push Gains, Inflation, Peloton, Oracle And Starbucks In Focus - Five Things To Know","Stock futures add to gains ahead of inflation data. Headline CPI may tumble, but core likely sticky. Peloton slides as co-founders depart. Oracle bumps higher on cloud revenue forecast and Starbucks investor day to guide new CEO strategy.",-0.051002,Neutral,2022-09-13,08:44:00,ORCL,0.167554,0.0,Neutral
"Core & Main  ( NYSE:CNM ) , Dow  ( NYSE:DOW )  - Dow, Nasdaq Futures Move Higher; All Eyes On Inflation Data","U.S. stock futures traded higher in early pre-market trade on Tuesday after recording gains on Monday. The Dow Jones surged around 230 points, while the Nasdaq Composite jumped more than 150 points in the previous session. The NFIB small business optimism index for August is scheduled for release ...",0.002427,Neutral,2022-09-13,09:32:45,ORCL,0.140485,0.142391,Neutral
Is Invesco Dynamic Large Cap Value ETF  ( PWV )  a Strong ETF Right Now?,Smart Beta ETF report for ...,0.354997,Bullish,2022-09-13,10:20:05,ORCL,0.110717,0.268326,Somewhat-Bullish
Futures rise ahead of key inflation report,"A trader works, as Federal Reserve Chair Jerome Powell is seen delivering remarks on a screen, on the floor of the New York Stock Exchange ( NYSE ) in New York City, U.S. May 4, 2022. REUTERS/Brendan McDermid",0.062393,Neutral,2022-09-13,11:03:00,ORCL,0.092927,0.0,Neutral
"Invesco QQQ Trust, Series 1  ( NASDAQ:QQQ ) , SPDR S&P 500  ( ARCA:SPY )  - S&P 500, Nasdaq Futures Surge With All Eyes On Inflation Data Today - Twitter, Peloton, Oracle Stocks In Focus","The major U.S. index futures are pointing to a positive open by Wall Street stocks on Tuesday. Notwithstanding the early pointers, sentiment will largely hinge on the consumer price inflation report for August. On Monday, U.S. stocks advanced for a fourth straight session, with the major averages ...",0.007315,Neutral,2022-09-13,11:09:39,ORCL,0.154951,0.23334,Somewhat-Bullish
Oracle  ( NYSE:ORCL )  - These Analysts Boost Oracle's PT After Q1 Results,"Oracle Corporation ORCL posted downbeat earnings for its first quarter. However, the company issued positive commentary on revenue growth expectations for the coming quarters. Oracle shares rose 1.7% to $78.42 on Tuesday. These analysts made changes to their price targets on Oracle following the ...",0.132046,Neutral,2022-09-13,12:14:37,ORCL,0.988598,0.261722,Somewhat-Bullish
Oracle  ( NYSE:ORCL )  - Why Oracle Stock Is Climbing Higher Today,Oracle Corp ORCL shares are trading higher Tuesday after the company reported financial results and provided positive commentary on revenue growth expectations for the coming quarters. Multiple analysts also raised price targets on the stock following the company's quarterly results.,0.151606,Somewhat-Bullish,2022-09-13,12:29:04,ORCL,0.833178,0.302036,Somewhat-Bullish
Oracle luring customers away from Amazon as cloud battle intensifies: Larry Ellison,"The software giant is luring customers away from Amazon Web Services to Oracle Cloud Infrastructure, according to Chairman Larry Ellison.",0.148062,Neutral,2022-09-13,13:48:00,ORCL,0.757528,0.199576,Somewhat-Bullish
Here's Oracle's Must-Hold Support Level After Mixed Earnings Report,Oracle stock is wavering following a mixed earnings report. Here's the level it has to hold going forward.,0.004866,Neutral,2022-09-13,15:48:00,ORCL,0.729067,0.003924,Neutral
"Oracle's Cloud Strategy Is Working, but Margins Softened","For multiple quarters now, Oracle has been making the case that it can return to double-digit top-line growth as the company pushes more customers to cloud-based versions of its application and database software. There have been bumps in the road, but there is growing evidence that the story is ...",0.24267,Somewhat-Bullish,2022-09-13,16:31:00,ORCL,0.801457,0.396407,Bullish
"Oracle  ( NYSE:ORCL )  - Oracle's Cloud Business Sustains Momentum On Heels Of Mixed Quarter Results, Cerner Deal","Shares of Oracle Corporation ORCL rose during Monday's after-hours session, despite the Austin, Texas-based company posting earnings short of expectations. Investors bought Oracle shares after the database software giant reported quarterly upbeat revenues with a healthy contribution from the ...",0.256079,Somewhat-Bullish,2022-09-13,16:32:37,ORCL,0.805954,0.447495,Bullish
Oracle  ( NYSE:ORCL )  - Check Out What Whales Are Doing With ORCL,"A whale with a lot of money to spend has taken a noticeably bullish stance on Oracle. Looking at options history for Oracle ORCL we detected 18 strange trades. If we consider the specifics of each trade, it is accurate to state that 50% of the investors opened trades with bullish expectations ...",0.108193,Neutral,2022-09-13,17:06:43,ORCL,0.894261,0.232357,Somewhat-Bullish
Oracle  ( NYSE:ORCL )  - Oracle's Earnings Rally Tumbles With Market Rattled By Inflation,What started out as a good day to report earnings has turned into an extremely bad one for Oracle Corporation ( NYSE: ORCL ) . The price action following the software stock's first-quarter report makes it the PreMarket Prep Stock of the Day.,-0.031464,Neutral,2022-09-13,20:51:22,ORCL,0.587962,0.213577,Somewhat-Bullish
Is Oracle Stock a Buy Now?,The cloud software giant continues to impress investors.,0.083943,Neutral,2022-09-14,09:05:00,ORCL,0.455156,0.126256,Neutral
Is Most-Watched Stock Oracle Corporation  ( ORCL )  Worth Betting on Now?,"Oracle (ORCL) has been one of the stocks most watched by Zacks.com users lately. So, it is worth exploring what lies ahead for the stock.",0.230926,Somewhat-Bullish,2022-09-16,13:00:07,ORCL,0.523044,0.143753,Neutral
Should Invesco Dynamic Large Cap Value ETF  ( PWV )  Be on Your Investing Radar?,Style Box ETF report for ...,0.359347,Bullish,2022-09-19,10:20:07,ORCL,0.11983,0.29477,Somewhat-Bullish
$100 Invested In This Stock 20 Years Ago Would Be Worth $800 Today - Oracle  ( NYSE:ORCL ) ,"Oracle ORCL has outperformed the market over the past 20 years by 3.31% on an annualized basis producing an average annual return of 11.12%. Currently, Oracle has a market capitalization of $184.02 billion.",0.160819,Somewhat-Bullish,2022-09-19,17:38:05,ORCL,0.983605,0.387251,Bullish
Aviation Analytics Market worth $4.7 billion by 2027 - Exclusive Report by MarketsandMarkets™,"CHICAGO, Sept. 20, 2022 /PRNewswire/ -- Aviation Analytics Market is projected to grow from USD 2.5 billion in 2022 to USD 4.7 billion by 2027, at a CAGR of 13.0% from 2022 to 2027, according to a new report by MarketsandMarkets™.",0.354843,Bullish,2022-09-20,11:31:00,ORCL,0.055621,0.104136,Neutral
Twitter to depose Elon Musk in Delaware on Sept. 26-27,Twitter to depose Elon Musk in Delaware on Sept. ...,0.087504,Neutral,2022-09-20,14:57:00,ORCL,0.15347,0.0,Neutral
Twitter to depose Elon Musk in Delaware on Sept 26-27,The two sides are locked in an increasingly acrimonious legal battle that has swept up of some of the biggest names in Silicon Valley and Wall Street ...,0.040501,Neutral,2022-09-20,15:09:00,ORCL,0.204072,0.0,Neutral
